,EURIBOR,Gold,Gold.1,JPM,JPM.1,JPM.2,JPM.3,JPM.4,JPM.5,SP500,SP500.1,SP500.2,SP500.3,SP500.4,Siemens,Siemens.1,Siemens.2,Siemens.3,Siemens.4,Siemens.5,XR,XR.1,XR.2,XR.3,XR.4,EUROSTOXX,EUROSTOXX.1,EUROSTOXX.2,EUROSTOXX.3,EUROSTOXX.4,EUROSTOXX.5
Date,rate,USD,EUR,Open,High,Low,Close,Adj Close,Volume,Price,Open,High,Low,Change %,Open,High,Low,Close,Adj Close,Volume,Price,Open,High,Low,Change %,Open,High,Low,Close,Adj Close,Volume
4/28/2014,-0.3703,"1,299.00",938.1,55.630001,55.700001,54.68,55.490002,42.00877,21394100,"1,869.43","1,865.00","1,877.01","1,850.61",0.32%,85.638664,85.827972,84.061111,84.367607,59.967239,3778139,0.722,0.7225,0.7239,0.7204,-0.12%,333.570007,335.589996,333.48999,334.130005,334.130005,208001500
4/29/2014,-0.3703,"1,297.80",939.7,55.73,56.310001,55.57,56.099998,42.47057,13453400,"1,878.33","1,870.78","1,880.60","1,870.78",0.48%,84.286476,85.13385,83.511223,84.872421,60.326061,2866193,0.724,0.722,0.7244,0.7204,0.28%,334.589996,338.119995,334.589996,338.119995,338.119995,267503900
4/30/2014,-0.3703,"1,288.50",929.3,56.240002,56.349998,55.720001,55.98,42.379726,14388100,"1,883.95","1,877.10","1,885.20","1,872.69",0.30%,84.331551,86.233627,84.106186,85.638664,60.870689,2858387,0.7211,0.7239,0.7259,0.7206,-0.40%,337.559998,338.359985,336.940002,337.890015,337.890015,307176400
5/1/2014,-0.1754,"1,278.50",921.9,55.919998,56.189999,55.5,55.720001,42.182896,12744600,"1,883.68","1,884.39","1,888.59","1,878.04",-0.01%,84.331551,86.233627,84.106186,85.638664,60.870689,2858387,0.721,0.721,0.7213,0.7199,-0.01%,337.559998,338.359985,336.940002,337.890015,337.890015,307176400
5/2/2014,-0.1754,"1,281.30",924.2,55.830002,56.369999,55.439999,55.580002,42.076904,15153800,"1,881.14","1,885.30","1,891.33","1,878.50",-0.13%,84.313522,85.503448,84.286476,84.818336,60.287609,2191923,0.7209,0.7209,0.724,0.7203,-0.01%,338.420013,339.200012,337.109985,337.76001,337.76001,271614400
5/5/2014,-0.1754,"1,281.30",924.2,53.880001,54.740002,53.700001,54.220001,41.047314,25232300,"1,884.66","1,879.45","1,885.51","1,866.77",0.19%,84.638046,85.178925,83.430092,84.96257,60.390133,2045569,0.7207,0.7209,0.7213,0.7195,-0.03%,337.380005,337.399994,334.670013,336.890015,336.890015,212413900
5/6/2014,-0.1754,"1,306.30",938.1,54.040001,54.060001,53.32,53.34,40.381107,25327400,"1,867.72","1,883.69","1,883.69","1,867.72",-0.90%,85.59359,85.873047,83.961952,84.656075,60.172283,2341035,0.718,0.7206,0.721,0.7166,-0.37%,337.420013,338.049988,335.269989,336.040009,336.040009,236147400
5/7/2014,-0.1754,"1,296.00",931,53.549999,54.119999,53.240002,54.049999,40.918613,18502600,"1,878.21","1,868.53","1,878.83","1,859.79",0.56%,84.592972,87.603851,83.610382,86.395889,61.408916,4309137,0.7188,0.718,0.7189,0.7173,0.11%,335.170013,336.730011,334.549988,336.029999,336.029999,276308300
5/8/2014,-0.1754,"1,287.00",928.5,54.200001,54.529999,54.060001,54.360001,41.153305,16090800,"1,875.63","1,877.39","1,889.07","1,870.05",-0.14%,86.540123,87.288338,85.575562,87.288338,62.043262,2700998,0.7225,0.7187,0.7229,0.7145,0.51%,336.480011,339.559998,335.519989,339.559998,339.559998,280038000
5/9/2014,-0.1754,"1,291.30",938.5,54.220001,54.310001,53.68,54.009998,40.888321,12366500,"1,878.48","1,875.27","1,878.57","1,867.02",0.15%,87.081001,87.712021,86.990852,87.144104,61.940731,1851401,0.7268,0.7225,0.7277,0.7222,0.60%,339.309998,339.309998,337.559998,338.540009,338.540009,247413600
5/12/2014,-0.1754,"1,298.80",944.1,54.27,54.700001,54.029999,54.650002,41.372837,12825500,"1,896.65","1,880.03","1,897.13","1,880.03",0.97%,87.62188,88.947021,87.396515,88.947021,63.222229,2269025,0.7269,0.7268,0.7274,0.7258,0.01%,338.970001,341.170013,338.929993,340.959991,340.959991,238442400
5/13/2014,-0.1754,"1,296.50",946.4,54.740002,54.830002,54.5,54.619999,41.350124,12310700,"1,897.45","1,896.75","1,902.17","1,896.06",0.04%,89.514938,90.091873,89.334648,89.983704,63.959084,3044571,0.7297,0.7267,0.7306,0.726,0.39%,341.480011,342.049988,340.769989,341.890015,341.890015,255633300
5/14/2014,-0.1754,"1,305.30",952.2,54.639999,54.700001,54.299999,54.360001,41.153305,10325800,"1,888.53","1,897.13","1,897.13","1,885.77",-0.47%,89.695236,89.704247,88.379105,88.865891,63.164543,2302074,0.7291,0.7297,0.73,0.7282,-0.08%,342.019989,342.100006,340.829987,341.589996,341.589996,264850700
5/15/2014,-0.1754,"1,299.00",947.7,54.200001,54.200001,53.349998,53.509998,40.509804,19763000,"1,870.85","1,888.16","1,888.16","1,862.36",-0.94%,88.027534,88.865891,86.92775,86.936768,61.793373,3803550,0.7293,0.7291,0.7328,0.7281,0.03%,341.51001,342.709991,337.970001,338.5,338.5,408245700
5/16/2014,-0.1754,"1,291.50",942.6,53.419998,53.509998,52.970001,53.310001,40.358395,19992400,"1,877.86","1,871.19","1,878.28","1,864.82",0.37%,86.449982,87.071983,86.143486,86.657318,61.59473,2975466,0.7303,0.7293,0.7308,0.7284,0.14%,338.25,338.98999,336.519989,338.98999,338.98999,385362000
5/19/2014,-0.1754,"1,302.00",949.7,53.080002,53.91,53.060001,53.830002,40.752068,12068900,"1,885.08","1,876.66","1,886.00","1,872.42",0.38%,86.314758,86.711403,85.674721,86.278702,61.325611,2489632,0.7294,0.7297,0.7306,0.728,-0.12%,338.670013,338.899994,335.950012,338.51001,338.51001,256932600
5/20/2014,-0.1754,"1,295.50",946.4,53.720001,54.040001,53.41,53.720001,40.668793,16888200,"1,872.83","1,884.88","1,884.88","1,868.14",-0.65%,86.179543,86.278702,85.178925,85.187935,60.550327,2992257,0.7298,0.7293,0.731,0.7291,0.05%,338.470001,339.380005,337.769989,338.320007,338.320007,229954100
5/21/2014,-0.1754,"1,287.30",942.1,54.049999,54.599998,53.98,54.119999,40.971611,13210200,"1,888.03","1,873.34","1,888.80","1,873.34",0.81%,84.890457,85.503448,84.638046,85.124832,60.50547,3311085,0.7307,0.7297,0.7335,0.7286,0.12%,337.660004,340.480011,336.600006,340.339996,340.339996,245904600
5/22/2014,-0.1754,"1,298.50",951.3,54.169998,54.599998,54.02,54.549999,41.297142,11800900,"1,892.49","1,888.19","1,896.33","1,885.39",0.24%,85.48542,86.044319,85.043701,85.809944,60.992435,2135795,0.7323,0.7306,0.7329,0.7305,0.22%,340.829987,341.579987,339.910004,341.019989,341.019989,217124100
5/23/2014,-0.1754,"1,291.50",947.7,54.549999,54.59,54.16,54.529999,41.282001,10876500,"1,900.53","1,893.32","1,901.26","1,893.32",0.42%,85.656693,87.053955,85.467384,86.81958,61.710075,2192571,0.7335,0.7323,0.7345,0.7319,0.16%,341.200012,341.940002,340.029999,341.76001,341.76001,195017700
5/26/2014,-0.1754,"1,291.50",947.7,54.549999,54.59,54.16,54.529999,41.282001,10876500,"1,900.53","1,893.32","1,901.26","1,893.32",0.42%,87.414543,87.955414,87.071983,87.955414,62.51741,1550173,0.7329,0.7337,0.7346,0.7322,-0.08%,342.200012,343.690002,342.200012,343.690002,343.690002,192294300
5/27/2014,-0.1754,"1,275.50",936.8,54.75,55.43,54.689999,55.139999,41.743797,14503700,"1,911.91","1,902.01","1,912.28","1,902.01",0.60%,87.892319,88.270927,87.405525,87.847244,62.440514,2216156,0.7334,0.7327,0.7348,0.7315,0.07%,343.890015,344.779999,343.609985,344.470001,344.470001,225873400
5/28/2014,-0.1754,"1,263.50",929.6,55.09,55.599998,55,55.450001,41.978481,11374900,"1,909.78","1,911.77","1,914.46","1,907.30",-0.11%,87.648918,88.361076,87.648918,88.361076,62.805748,1738377,0.7358,0.7334,0.736,0.7331,0.33%,344.209991,344.48999,343.48999,344.290009,344.290009,244842600
5/29/2014,-0.1754,"1,255.00",922.2,55.75,55.919998,55.389999,55.720001,42.182896,11741000,"1,920.03","1,910.60","1,920.03","1,909.82",0.54%,88.361076,88.6856,87.874283,88.16275,62.664772,1260602,0.7351,0.7357,0.736,0.7338,-0.10%,344.209991,344.48999,343.48999,344.290009,344.290009,244842600
5/30/2014,-0.1754,"1,250.50",916.7,55.580002,55.880001,55.310001,55.57,42.069328,11991900,"1,923.57","1,920.33","1,924.03","1,916.64",0.18%,88.018517,88.667572,87.684982,87.856255,62.446915,1911139,0.7337,0.7351,0.7353,0.7325,-0.19%,344.309998,344.970001,343.869995,344.23999,344.23999,333829700
5/31/2014,-0.1754,"1,250.50",916.7,55.580002,55.880001,55.310001,55.57,42.069328,11991900,"1,923.57","1,920.33","1,924.03","1,916.64",0.18%,88.018517,88.667572,87.684982,87.856255,62.446915,1911139,0.7337,0.7351,0.7353,0.7325,-0.19%,344.309998,344.970001,343.869995,344.23999,344.23999,333829700
6/2/2014,-0.2586,"1,247.30",917.4,55.650002,55.650002,55.02,55.349998,41.902775,9440000,"1,924.97","1,923.87","1,925.88","1,915.98",0.07%,88.261909,88.703629,88.027534,88.306984,62.767292,1497832,0.7354,0.7333,0.7361,0.7326,0.23%,344.700012,345.540009,344.209991,345.079987,345.079987,205306100
6/3/2014,-0.2586,"1,242.80",911.6,55.09,55.66,55.09,55.599998,42.092049,9131500,"1,924.24","1,923.07","1,925.07","1,918.79",-0.04%,88.117683,88.379105,87.657936,87.937386,62.504585,1419960,0.7338,0.7353,0.736,0.7327,-0.22%,345.070007,345.070007,342.940002,343.480011,343.480011,195107500
6/4/2014,-0.2586,"1,245.30",915.1,55.52,55.73,55.25,55.68,42.152599,9727800,"1,927.88","1,923.06","1,928.63","1,918.60",0.19%,87.216217,88.288956,87.090019,88.288956,62.754482,1813864,0.7353,0.7337,0.7356,0.7331,0.20%,343.160004,343.670013,342.23999,343.559998,343.559998,202219600
6/5/2014,-0.2586,"1,252.50",918.5,55.91,56.66,55.490002,56.630001,42.871807,16803400,"1,940.46","1,928.52","1,941.74","1,922.93",0.65%,88.15374,89.217461,87.80217,88.910965,63.196598,2557559,0.7321,0.7353,0.7406,0.7315,-0.44%,343.790009,347.579987,342.880005,344.98999,344.98999,311194100
6/6/2014,-0.2586,"1,247.50",914.7,56.759998,57.130001,56.650002,56.970001,43.129208,15399800,"1,949.44","1,942.41","1,949.44","1,942.41",0.46%,88.983078,89.451843,88.415161,89.325638,63.491344,1967746,0.733,0.732,0.7342,0.731,0.12%,344.880005,347.440002,344.880005,347.299988,347.299988,328531400
6/9/2014,-0.2586,"1,253.50",922.6,56.91,57.669998,56.900002,57.419998,43.469879,11999700,"1,951.27","1,948.97","1,955.55","1,947.16",0.09%,89.641144,90.02877,89.460854,89.749321,63.79248,1139246,0.7356,0.7328,0.7363,0.7315,0.35%,344.880005,347.440002,344.880005,347.299988,347.299988,328531400
6/10/2014,-0.2586,"1,259.50",929.8,57.470001,57.939999,57.389999,57.900002,43.83326,11609200,"1,950.79","1,950.34","1,950.86","1,944.64",-0.02%,89.469872,90.100891,89.289574,90.037788,63.997517,1821027,0.7381,0.7356,0.739,0.7351,0.34%,348.450012,349.709991,348.040009,349.709991,349.709991,234846400
6/11/2014,-0.2586,"1,262.00",932.3,57.48,57.790001,56.98,57.27,43.356323,14232200,"1,943.89","1,949.37","1,949.37","1,940.08",-0.35%,89.758339,89.803406,88.559395,89.172386,63.382408,2269456,0.7389,0.7381,0.7396,0.7375,0.11%,349.600006,349.649994,347.140015,347.73999,347.73999,246687400
6/12/2014,-0.2586,"1,265.80",934.3,57.07,57.419998,56.869999,57.040001,43.18219,11670200,"1,930.11","1,943.35","1,943.35","1,925.78",-0.71%,88.947021,89.514938,88.829834,89.055199,63.29911,1790559,0.7379,0.7389,0.7401,0.7367,-0.14%,347.829987,348.920013,347.279999,347.829987,347.829987,221801000
6/13/2014,-0.2586,"1,273.00",940.8,57.029999,57.669998,56.880001,57.040001,43.18219,12040800,"1,936.16","1,930.80","1,937.30","1,927.69",0.31%,89.217461,89.49691,88.261909,89.064209,63.305504,1892502,0.7384,0.7378,0.7395,0.7363,0.07%,348.329987,348.329987,344.880005,347.070007,347.070007,223008800
6/16/2014,-0.2586,"1,276.30",940.5,56.849998,56.950001,56.330002,56.869999,43.053497,11199100,"1,937.78","1,934.84","1,941.15","1,930.91",0.08%,89.109283,89.695236,89.001106,89.082237,63.318329,1563535,0.7367,0.7386,0.7401,0.7363,-0.23%,346.679993,347.130005,345.179993,345.519989,345.519989,208552100
6/17/2014,-0.2586,"1,267.50",935.8,56.790001,57.59,56.68,57.419998,43.469879,11200500,"1,941.99","1,937.15","1,943.69","1,933.55",0.22%,89.244507,89.929611,88.802788,89.370712,63.523384,1912878,0.7382,0.7366,0.7388,0.7359,0.20%,345.929993,347.040009,344.950012,346.420013,346.420013,216672200
6/18/2014,-0.2586,"1,269.80",935.4,57.290001,57.810001,56.950001,57.779999,43.742424,13729400,"1,956.98","1,942.73","1,957.74","1,939.29",0.77%,89.424797,89.794395,89.118301,89.118301,63.34396,1541313,0.7356,0.7381,0.7384,0.7352,-0.35%,346.679993,347.48999,346.130005,346.130005,346.130005,203896900
6/19/2014,-0.2586,"1,293.00",949.3,57.689999,57.689999,57.209999,57.299999,43.379025,11624400,"1,959.48","1,957.50","1,959.87","1,952.26",0.13%,89.947639,90.091873,89.587059,90.091873,64.03598,2506501,0.7349,0.7355,0.7361,0.7329,-0.10%,347.600006,349.049988,347.600006,348.149994,348.149994,235643000
6/20/2014,-0.2586,"1,312.50",966.2,57.689999,57.77,57.349998,57.549999,43.568291,17124800,"1,962.87","1,960.45","1,963.91","1,959.17",0.17%,89.767349,90.596695,89.722275,90.37133,64.234596,6514436,0.7353,0.7348,0.7372,0.7334,0.05%,347.980011,349.149994,347.790009,348.089996,348.089996,366458500
6/23/2014,-0.2586,"1,313.50",966.1,57.540001,58.220001,57.240002,58.189999,44.052811,16007700,"1,962.61","1,962.92","1,963.74","1,958.89",-0.01%,90.091873,90.731911,88.85688,88.85688,63.158157,2419426,0.735,0.7355,0.7367,0.7344,-0.04%,348.040009,348.140015,345.589996,346.309998,346.309998,191977200
6/24/2014,-0.2586,"1,318.50",970.4,57.880001,58.119999,57.299999,57.419998,43.469879,12322900,"1,949.98","1,961.97","1,968.17","1,948.34",-0.64%,89.145348,89.163376,88.586441,88.811806,63.12611,1576295,0.735,0.7349,0.7362,0.7337,0.00%,346.630005,347.329987,344.959991,345.570007,345.570007,221963600
6/25/2014,-0.2586,"1,316.80",965.5,57.220001,57.740002,56.869999,57.529999,43.553154,14836600,"1,959.53","1,949.27","1,960.83","1,947.49",0.49%,88.406143,88.487282,87.793152,87.98246,62.536625,2218574,0.7337,0.7349,0.7352,0.7324,-0.18%,344.420013,344.420013,340.929993,341.940002,341.940002,331854700
6/26/2014,-0.2586,"1,311.80",963.7,57.34,57.490002,56.599998,57.389999,43.447163,11854400,"1,957.22","1,959.89","1,959.89","1,944.69",-0.12%,88.316002,88.316002,86.558151,86.990852,61.831806,2357794,0.7347,0.7337,0.7366,0.7329,0.14%,342.359985,343.01001,340.380005,341.859985,341.859985,284380600
6/27/2014,-0.2586,"1,317.50",965.8,57.330002,57.700001,57.240002,57.529999,43.553154,10178600,"1,960.96","1,956.56","1,961.47","1,952.18",0.19%,86.990852,87.432571,86.28772,86.513084,61.492222,2351319,0.7327,0.7346,0.7349,0.7324,-0.27%,341.980011,342.799988,341.23999,341.970001,341.970001,208823300
6/30/2014,-0.2586,"1,315.00",960.6,57.439999,57.779999,57.380001,57.619999,43.621288,11549000,"1,960.23","1,960.79","1,964.24","1,958.22",-0.04%,87.369469,87.730049,86.684357,86.945786,61.79977,2523649,0.7304,0.7327,0.7331,0.73,-0.31%,342.109985,343.26001,340.799988,341.859985,341.859985,273654400
7/1/2014,-0.195,"1,327.50",969.6,57.150002,57.990002,57.080002,57.57,43.888111,14472200,"1,973.32","1,962.29","1,978.58","1,962.29",0.67%,86.990852,87.17115,86.215599,87.026917,61.857452,2030630,0.731,0.7303,0.7312,0.7298,0.08%,342.359985,344.959991,342.359985,344.890015,344.890015,425164500
7/2/2014,-0.195,"1,326.50",971.7,57.27,57.48,56.82,56.970001,43.430698,19189900,"1,974.62","1,973.06","1,976.67","1,972.58",0.07%,87.081001,87.306366,86.711403,86.990852,61.831806,1530539,0.732,0.731,0.733,0.7307,0.14%,345.070007,346.390015,345.029999,345.679993,345.679993,271246000
7/3/2014,-0.195,"1,317.50",968.5,57.23,57.650002,57,57.049999,43.491688,12599800,"1,985.44","1,975.88","1,985.59","1,975.88",0.55%,86.810562,88.072609,86.440964,88.045563,62.581482,1881159,0.7347,0.732,0.7356,0.7317,0.37%,345.630005,348.929993,345.420013,348.910004,348.910004,256217200
7/4/2014,-0.195,"1,319.30",970.5,57.23,57.650002,57,57.049999,43.491688,12599800,"1,985.44","1,975.88","1,985.59","1,975.88",0.55%,88.045563,88.379105,87.775124,87.829216,62.427696,1160916,0.7356,0.7346,0.7362,0.7345,0.12%,348.950012,348.950012,347.950012,347.950012,347.950012,225972600
7/7/2014,-0.195,"1,313.00",965,56.889999,56.990002,56.400002,56.669998,43.202,13916100,"1,977.65","1,984.22","1,984.22","1,974.88",-0.39%,87.757095,87.829216,86.431953,86.458992,61.453762,1632257,0.735,0.7353,0.7366,0.7346,-0.08%,347.720001,347.920013,344.670013,344.799988,344.799988,203161500
7/8/2014,-0.195,"1,323.00",972.3,56.349998,56.470001,55.630001,55.759998,42.508259,18343400,"1,963.71","1,976.39","1,976.39","1,959.46",-0.70%,86.540123,86.603226,84.737206,84.737206,60.22995,2125172,0.7346,0.7349,0.7359,0.7342,-0.05%,345.089996,345.350006,339.98999,339.98999,339.98999,294751500
7/9/2014,-0.195,"1,322.80",970.7,55.880001,56.119999,55.610001,56.02,42.70647,10914300,"1,972.83","1,965.10","1,974.15","1,965.10",0.46%,84.737206,85.323158,84.674103,85.13385,60.511879,1548091,0.7329,0.7345,0.7351,0.7326,-0.23%,340.329987,340.660004,338.630005,339.959991,339.959991,264318400
7/10/2014,-0.195,"1,340.30",985.7,55.060001,55.810001,54.959999,55.560001,42.355808,12436600,"1,964.68","1,966.67","1,969.84","1,952.86",-0.41%,85.088776,85.097794,83.303886,83.520233,59.364937,2477663,0.7348,0.7328,0.7359,0.7324,0.26%,339.910004,339.910004,334.579987,336.369995,336.369995,362225800
7/11/2014,-0.195,"1,335.00",981.4,55.290001,55.91,55.189999,55.799999,42.538757,10230000,"1,967.57","1,965.76","1,968.67","1,959.63",0.15%,83.421074,84.106186,82.681877,83.394028,59.275234,2177752,0.7349,0.7347,0.7358,0.7338,0.01%,336.790009,338.049988,335.679993,336.910004,336.910004,273686700
7/14/2014,-0.195,"1,306.00",959.5,56.529999,56.84,56.200001,56.290001,42.912312,14004400,"1,977.10","1,969.86","1,979.85","1,969.86",0.48%,83.754616,84.421692,83.484177,84.367607,59.967239,1306352,0.7342,0.735,0.7355,0.733,-0.10%,337.350006,340.290009,337.350006,339.790009,339.790009,228098200
7/15/2014,-0.195,"1,310.00",965.5,57.950001,58.689999,57.759998,58.27,44.421738,36178000,"1,973.28","1,977.36","1,982.52","1,965.34",-0.19%,84.331551,84.403664,83.150635,83.213737,59.147091,1627735,0.7369,0.7342,0.7373,0.7337,0.37%,339.540009,340.23999,338.220001,338.420013,338.420013,255836800
7/16/2014,-0.195,"1,301.00",961.7,58.509998,58.98,58.310001,58.709999,44.757175,20507500,"1,981.57","1,976.35","1,983.94","1,975.67",0.42%,83.475159,85.043701,83.44812,85.007645,60.422169,1979419,0.7393,0.7369,0.7396,0.7365,0.33%,339.109985,343.160004,339.109985,342.970001,342.970001,269070900
7/17/2014,-0.195,"1,302.50",963.1,58.560001,58.860001,57.759998,57.860001,44.109188,17013500,"1,958.12","1,979.75","1,981.80","1,955.59",-1.18%,84.295494,84.665092,83.385017,83.745598,59.525127,1941601,0.7392,0.7393,0.7399,0.7384,-0.01%,342.269989,342.269989,339.529999,339.73999,339.73999,244392900
7/18/2014,-0.195,"1,307.30",967,58.330002,58.48,57.900002,58.23,44.391262,12803300,"1,978.22","1,961.54","1,979.91","1,960.82",1.03%,83.339943,83.619392,82.835129,83.375999,59.262424,3822443,0.7394,0.7392,0.7412,0.7387,0.03%,339.040009,339.73999,337.160004,339.660004,339.660004,227826300
7/21/2014,-0.195,"1,311.50",970,58.119999,58.41,57.900002,58.240002,44.398888,9141400,"1,973.63","1,976.93","1,976.93","1,965.77",-0.23%,83.231766,83.330933,82.140999,82.510597,58.647316,1852877,0.7394,0.7391,0.7401,0.738,0.00%,339.640015,339.75,337.339996,337.950012,337.950012,184224500
7/22/2014,-0.195,"1,310.30",972.9,58.419998,58.799999,58.369999,58.669998,44.726692,10375200,"1,983.53","1,975.65","1,986.24","1,975.65",0.50%,83.213737,84.574944,82.979362,84.322533,59.935211,2185555,0.7427,0.7394,0.7429,0.739,0.45%,338.820007,342.549988,338.820007,342.440002,342.440002,207779900
7/23/2014,-0.195,"1,308.00",971.6,58.759998,59.189999,58.52,59,44.978256,11122100,"1,987.01","1,985.32","1,989.23","1,982.44",0.18%,84.016037,84.836365,83.817719,84.683121,60.191505,1574406,0.7427,0.7426,0.7432,0.7421,0.00%,342,343.920013,341.600006,342.859985,342.859985,231511900
7/24/2014,-0.195,"1,292.80",959.7,59.07,59.349998,58.990002,59.169998,45.107857,9844100,"1,987.98","1,988.07","1,991.39","1,985.79",0.05%,84.908485,85.692757,84.205345,85.14286,60.518276,1820132,0.7428,0.7427,0.7441,0.7415,0.01%,342.970001,344.809998,341.619995,344.329987,344.329987,282142300
7/25/2014,-0.195,"1,294.80",964.1,58.919998,59.27,58.84,59.009998,44.985882,10500600,"1,978.34","1,984.60","1,984.60","1,974.37",-0.48%,84.899467,85.260056,83.745598,83.862793,59.608425,1863547,0.7446,0.7427,0.7451,0.7419,0.24%,343.98999,344.850006,341.380005,341.950012,341.950012,264734800
7/28/2014,-0.195,"1,304.50",970.5,58.939999,59.259998,58.669998,59.189999,45.123096,12382800,"1,978.91","1,978.25","1,981.52","1,967.31",0.03%,84.241402,84.448738,83.321915,83.97998,59.691723,1780964,0.744,0.7443,0.7448,0.7437,-0.08%,342.470001,342.890015,339.720001,341.339996,341.339996,211271100
7/29/2014,-0.195,"1,299.30",968.8,59.130001,59.130001,58.439999,58.639999,44.703819,13498800,"1,969.95","1,980.03","1,984.85","1,969.95",-0.45%,83.880821,84.881439,83.592354,84.331551,59.941608,1351950,0.7458,0.744,0.746,0.7437,0.24%,341.570007,343.48999,340.790009,342.269989,342.269989,214267000
7/30/2014,-0.195,"1,294.50",967.6,59.02,59.279999,58.610001,58.91,44.909641,11815700,"1,970.07","1,973.21","1,978.90","1,962.42",0.01%,83.844765,84.304504,83.249802,83.565308,59.396984,2033800,0.7465,0.7458,0.7482,0.7453,0.09%,342.049988,343.109985,339.820007,340.440002,340.440002,262180700
